team,week,goals,assists,shots,shots_on_goal,fouls_committed,yellow_cards,red_cards,offsides,corners,possession,passes,interceptions,home,shot_accuracy,opp_shots,opp_shots_on_goal,opp_yellow_cards,opp_red_cards,opp_goals,opp_assists,opp_fouls_committed,opp_team,points_won
Temperley,14.0,0.0,0.0,15.0,4.0,17.0,3.0,0.0,2.0,4.0,0.46,249.0,12.0,1.2,0.26666666666666666,8.0,2.0,3.0,0.0,1.0,1.0,8.0,Talleres,0
Talleres,14.0,1.0,1.0,8.0,2.0,8.0,3.0,0.0,4.0,2.0,0.54,355.0,7.0,1.0,0.25,15.0,4.0,3.0,0.0,0.0,0.0,17.0,Temperley,3
Chacarita,14.0,2.0,2.0,6.0,3.0,16.0,2.0,0.0,3.0,1.0,0.43,160.0,17.0,1.2,0.5,10.0,1.0,3.0,1.0,0.0,0.0,20.0,Velez Sarsfield,3
Velez Sarsfield,14.0,0.0,0.0,10.0,1.0,20.0,3.0,1.0,9.0,3.0,0.57,285.0,14.0,1.0,0.1,6.0,3.0,2.0,0.0,2.0,2.0,16.0,Chacarita,0
San Martin de San Juan,14.0,0.0,0.0,16.0,6.0,18.0,2.0,0.0,0.0,8.0,0.51,286.0,13.0,1.2,0.375,5.0,0.0,2.0,0.0,0.0,0.0,13.0,Tigre,1
Tigre,14.0,0.0,0.0,5.0,0.0,13.0,2.0,0.0,2.0,4.0,0.49,229.0,29.0,1.0,0.0,16.0,6.0,2.0,0.0,0.0,0.0,18.0,San Martin de San Juan,1
Godoy Cruz,15.0,4.0,3.0,15.0,6.0,15.0,2.0,0.0,2.0,4.0,0.43,254.0,9.0,1.2,0.4,10.0,4.0,2.0,0.0,1.0,1.0,8.0,Lanus,3
Lanus,15.0,1.0,1.0,10.0,4.0,8.0,2.0,0.0,2.0,4.0,0.57,387.0,10.0,1.0,0.4,15.0,6.0,2.0,0.0,4.0,3.0,15.0,Godoy Cruz,0
Defensa y Justicia,15.0,4.0,2.0,18.0,7.0,17.0,2.0,0.0,3.0,9.0,0.49,288.0,6.0,1.2,0.3888888888888889,9.0,4.0,2.0,0.0,2.0,2.0,8.0,Chacarita,3
Chacarita,15.0,2.0,2.0,9.0,4.0,8.0,2.0,0.0,1.0,1.0,0.51,276.0,15.0,1.0,0.4444444444444444,18.0,7.0,2.0,0.0,4.0,2.0,17.0,Defensa y Justicia,0
Union Santa Fe,15.0,0.0,0.0,15.0,3.0,15.0,1.0,0.0,1.0,6.0,0.53,282.0,10.0,1.2,0.2,5.0,1.0,5.0,0.0,0.0,0.0,16.0,Arsenal,1
Arsenal,15.0,0.0,0.0,5.0,1.0,16.0,5.0,0.0,3.0,4.0,0.47,210.0,14.0,1.0,0.2,15.0,3.0,1.0,0.0,0.0,0.0,15.0,Union Santa Fe,1
Newell's Old Boys,15.0,0.0,0.0,9.0,1.0,12.0,2.0,0.0,2.0,9.0,0.53,296.0,5.0,1.2,0.1111111111111111,13.0,5.0,0.0,0.0,1.0,1.0,15.0,Colon,0
Colon,15.0,1.0,1.0,13.0,5.0,15.0,0.0,0.0,1.0,5.0,0.47,253.0,7.0,1.0,0.38461538461538464,9.0,1.0,2.0,0.0,0.0,0.0,12.0,Newell's Old Boys,3
Velez Sarsfield,15.0,0.0,0.0,19.0,4.0,18.0,3.0,0.0,2.0,7.0,0.64,364.0,5.0,1.2,0.21052631578947367,6.0,2.0,6.0,0.0,2.0,2.0,12.0,Patronato,0
Patronato,15.0,2.0,2.0,6.0,2.0,12.0,6.0,0.0,0.0,3.0,0.36,120.0,9.0,1.0,0.3333333333333333,19.0,4.0,3.0,0.0,0.0,0.0,18.0,Velez Sarsfield,3
Gimnasia LP,15.0,0.0,0.0,7.0,0.0,24.0,5.0,1.0,1.0,4.0,0.57,184.0,12.0,1.2,0.0,9.0,2.0,3.0,0.0,0.0,0.0,25.0,Estudiantes de La Plata,1
Estudiantes de La Plata,15.0,0.0,0.0,9.0,2.0,25.0,3.0,0.0,2.0,5.0,0.43,100.0,2.0,1.0,0.2222222222222222,7.0,0.0,5.0,1.0,0.0,0.0,24.0,Gimnasia LP,1
Olimpo,15.0,1.0,1.0,3.0,1.0,21.0,6.0,0.0,3.0,2.0,0.44,119.0,9.0,1.2,0.3333333333333333,15.0,5.0,4.0,0.0,2.0,1.0,15.0,Racing Club,0
Racing Club,15.0,2.0,1.0,15.0,5.0,15.0,4.0,0.0,2.0,8.0,0.56,225.0,2.0,1.0,0.3333333333333333,3.0,1.0,6.0,0.0,1.0,1.0,21.0,Olimpo,3
Godoy Cruz,15.0,2.0,1.0,10.0,5.0,16.0,4.0,0.0,1.0,9.0,0.52,289.0,3.0,1.2,0.5,5.0,2.0,1.0,0.0,1.0,1.0,9.0,Belgrano,3
Belgrano,15.0,1.0,1.0,5.0,2.0,9.0,1.0,0.0,4.0,4.0,0.48,247.0,8.0,1.0,0.4,10.0,5.0,4.0,0.0,2.0,1.0,16.0,Godoy Cruz,0
Talleres,15.0,1.0,0.0,8.0,3.0,12.0,1.0,0.0,2.0,3.0,0.66,442.0,22.0,1.2,0.375,6.0,1.0,1.0,0.0,0.0,0.0,23.0,Banfield,3
Banfield,15.0,0.0,0.0,6.0,1.0,23.0,1.0,0.0,1.0,3.0,0.34,140.0,8.0,1.0,0.16666666666666666,8.0,3.0,1.0,0.0,1.0,0.0,12.0,Talleres,0
Boca Juniors,15.0,1.0,1.0,16.0,3.0,10.0,1.0,0.0,2.0,1.0,0.58,440.0,11.0,1.2,0.1875,10.0,2.0,3.0,0.0,0.0,0.0,13.0,Temperley,3
Temperley,15.0,0.0,0.0,10.0,2.0,13.0,3.0,0.0,2.0,4.0,0.42,274.0,26.0,1.0,0.2,16.0,3.0,1.0,0.0,1.0,1.0,10.0,Boca Juniors,0
Lanus,15.0,1.0,0.0,10.0,5.0,10.0,2.0,0.0,2.0,5.0,0.41,272.0,6.0,1.2,0.5,11.0,2.0,3.0,0.0,0.0,0.0,16.0,River Plate,3
River Plate,15.0,0.0,0.0,11.0,2.0,16.0,3.0,0.0,2.0,4.0,0.59,464.0,11.0,1.0,0.18181818181818182,10.0,5.0,2.0,0.0,1.0,0.0,10.0,Lanus,0
Atletico Tucuman,15.0,2.0,1.0,13.0,7.0,9.0,4.0,0.0,6.0,6.0,0.46,217.0,12.0,1.2,0.5384615384615384,9.0,5.0,3.0,0.0,1.0,1.0,11.0,San Martin de San Juan,3
San Martin de San Juan,15.0,1.0,1.0,9.0,5.0,11.0,3.0,0.0,2.0,3.0,0.54,302.0,16.0,1.0,0.5555555555555556,13.0,7.0,4.0,0.0,2.0,1.0,9.0,Atletico Tucuman,0
Tigre,15.0,2.0,0.0,14.0,3.0,9.0,2.0,0.0,2.0,3.0,0.47,186.0,15.0,1.2,0.21428571428571427,8.0,3.0,3.0,0.0,0.0,0.0,18.0,Argentinos Jrs.,3
Argentinos Jrs.,15.0,0.0,0.0,8.0,3.0,18.0,3.0,0.0,4.0,5.0,0.53,246.0,14.0,1.0,0.375,14.0,3.0,2.0,0.0,2.0,0.0,9.0,Tigre,0
Huracan,15.0,2.0,1.0,21.0,8.0,13.0,4.0,0.0,1.0,9.0,0.55,236.0,8.0,1.2,0.38095238095238093,10.0,5.0,4.0,1.0,3.0,2.0,20.0,Rosario Central,0
Rosario Central,15.0,3.0,2.0,10.0,5.0,20.0,4.0,1.0,4.0,4.0,0.45,184.0,20.0,1.0,0.5,21.0,8.0,4.0,0.0,2.0,1.0,13.0,Huracan,3
Estudiantes de La Plata,16.0,2.0,2.0,11.0,5.0,17.0,0.0,0.0,1.0,4.0,0.54,339.0,10.0,1.2,0.45454545454545453,4.0,1.0,1.0,0.0,0.0,0.0,8.0,Union Santa Fe,3
Union Santa Fe,16.0,0.0,0.0,4.0,1.0,8.0,1.0,0.0,1.0,3.0,0.46,259.0,9.0,1.0,0.25,11.0,5.0,0.0,0.0,2.0,2.0,17.0,Estudiantes de La Plata,0
Racing Club,16.0,3.0,2.0,21.0,10.0,17.0,1.0,0.0,1.0,8.0,0.54,382.0,33.0,1.2,0.47619047619047616,6.0,5.0,3.0,0.0,1.0,1.0,9.0,Lanus,3
Lanus,16.0,1.0,1.0,6.0,5.0,9.0,3.0,0.0,0.0,6.0,0.46,304.0,9.0,1.0,0.8333333333333334,21.0,10.0,1.0,0.0,3.0,2.0,17.0,Racing Club,0
Belgrano,16.0,2.0,1.0,11.0,7.0,14.0,3.0,0.0,0.0,5.0,0.41,212.0,32.0,1.2,0.6363636363636364,11.0,5.0,4.0,0.0,2.0,2.0,15.0,Velez Sarsfield,1
Velez Sarsfield,16.0,2.0,2.0,11.0,5.0,15.0,4.0,0.0,2.0,5.0,0.59,402.0,10.0,1.0,0.45454545454545453,11.0,7.0,3.0,0.0,2.0,1.0,14.0,Belgrano,1
Argentinos Jrs.,16.0,2.0,1.0,16.0,4.0,7.0,3.0,0.0,2.0,10.0,0.61,339.0,16.0,1.2,0.25,10.0,5.0,2.0,0.0,2.0,1.0,15.0,Atletico Tucuman,1
Atletico Tucuman,16.0,2.0,1.0,10.0,5.0,15.0,2.0,0.0,0.0,3.0,0.39,127.0,28.0,1.0,0.5,16.0,4.0,3.0,0.0,2.0,1.0,7.0,Argentinos Jrs.,1
San Lorenzo,16.0,1.0,1.0,8.0,1.0,11.0,0.0,0.0,2.0,3.0,0.4,206.0,11.0,1.2,0.125,13.0,3.0,1.0,0.0,0.0,0.0,9.0,Newell's Old Boys,3
Newell's Old Boys,16.0,0.0,0.0,13.0,3.0,9.0,1.0,0.0,3.0,6.0,0.6,391.0,13.0,1.0,0.23076923076923078,8.0,1.0,0.0,0.0,1.0,1.0,11.0,San Lorenzo,0
Temperley,16.0,0.0,0.0,6.0,3.0,18.0,2.0,1.0,2.0,7.0,0.42,159.0,18.0,1.2,0.5,12.0,7.0,1.0,0.0,0.0,0.0,17.0,Independiente,1
Independiente,16.0,0.0,0.0,12.0,7.0,17.0,1.0,0.0,3.0,3.0,0.58,298.0,20.0,1.0,0.5833333333333334,6.0,3.0,2.0,1.0,0.0,0.0,18.0,Temperley,1
Rosario Central,16.0,5.0,5.0,15.0,7.0,11.0,0.0,0.0,2.0,8.0,0.59,394.0,8.0,1.2,0.4666666666666667,13.0,5.0,1.0,0.0,0.0,0.0,10.0,Olimpo,3
Olimpo,16.0,0.0,0.0,13.0,5.0,10.0,1.0,0.0,3.0,1.0,0.41,196.0,14.0,1.0,0.38461538461538464,15.0,7.0,0.0,0.0,5.0,5.0,11.0,Rosario Central,0
San Martin de San Juan,16.0,1.0,1.0,9.0,3.0,13.0,2.0,0.0,1.0,2.0,0.5,307.0,11.0,1.2,0.3333333333333333,11.0,7.0,2.0,0.0,1.0,1.0,13.0,Talleres,1
Talleres,16.0,1.0,1.0,11.0,7.0,13.0,2.0,0.0,3.0,10.0,0.5,319.0,19.0,1.0,0.6363636363636364,9.0,3.0,2.0,0.0,1.0,1.0,13.0,San Martin de San Juan,1
Arsenal,16.0,1.0,0.0,14.0,6.0,16.0,2.0,0.0,1.0,5.0,0.5,222.0,0.0,1.2,0.42857142857142855,11.0,3.0,1.0,0.0,1.0,0.0,14.0,Huracan,1
Huracan,16.0,1.0,0.0,11.0,3.0,14.0,1.0,0.0,1.0,5.0,0.5,204.0,7.0,1.0,0.2727272727272727,14.0,6.0,2.0,0.0,1.0,0.0,16.0,Arsenal,1
River Plate,16.0,2.0,2.0,14.0,3.0,8.0,2.0,0.0,3.0,6.0,0.61,282.0,10.0,1.2,0.21428571428571427,6.0,2.0,5.0,0.0,2.0,2.0,12.0,Godoy Cruz,1
Godoy Cruz,16.0,2.0,2.0,6.0,2.0,12.0,5.0,0.0,4.0,2.0,0.39,100.0,15.0,1.0,0.3333333333333333,14.0,3.0,2.0,0.0,2.0,2.0,8.0,River Plate,1
Banfield,16.0,0.0,0.0,9.0,2.0,13.0,3.0,0.0,3.0,6.0,0.37,157.0,20.0,1.2,0.2222222222222222,6.0,3.0,2.0,0.0,1.0,1.0,10.0,Boca Juniors,0
Boca Juniors,16.0,1.0,1.0,6.0,3.0,10.0,2.0,0.0,4.0,5.0,0.63,431.0,23.0,1.0,0.5,9.0,2.0,3.0,0.0,0.0,0.0,13.0,Banfield,3
Tigre,16.0,1.0,1.0,21.0,7.0,12.0,1.0,0.0,3.0,13.0,0.59,373.0,30.0,1.2,0.3333333333333333,11.0,3.0,2.0,0.0,1.0,1.0,18.0,Defensa y Justicia,1
Defensa y Justicia,16.0,1.0,1.0,11.0,3.0,18.0,2.0,0.0,3.0,3.0,0.41,219.0,14.0,1.0,0.2727272727272727,21.0,7.0,1.0,0.0,1.0,1.0,12.0,Tigre,1
Patronato,16.0,3.0,3.0,7.0,4.0,14.0,2.0,0.0,5.0,3.0,0.46,216.0,10.0,1.2,0.5714285714285714,15.0,9.0,4.0,0.0,0.0,0.0,13.0,Chacarita,3
Chacarita,16.0,0.0,0.0,15.0,9.0,13.0,4.0,0.0,1.0,5.0,0.54,300.0,8.0,1.0,0.6,7.0,4.0,2.0,0.0,3.0,3.0,14.0,Patronato,0
Colon,16.0,1.0,0.0,13.0,5.0,23.0,3.0,0.0,5.0,1.0,0.5,231.0,19.0,1.2,0.38461538461538464,11.0,4.0,6.0,1.0,0.0,0.0,17.0,Gimnasia LP,3
Gimnasia LP,16.0,0.0,0.0,11.0,4.0,17.0,6.0,1.0,1.0,6.0,0.5,234.0,11.0,1.0,0.36363636363636365,13.0,5.0,3.0,0.0,1.0,0.0,23.0,Colon,0
Olimpo,17.0,2.0,2.0,12.0,4.0,15.0,3.0,1.0,2.0,3.0,0.43,181.0,9.0,1.2,0.3333333333333333,11.0,6.0,4.0,0.0,1.0,1.0,15.0,Arsenal,3
Arsenal,17.0,1.0,1.0,11.0,6.0,15.0,4.0,0.0,2.0,3.0,0.57,323.0,7.0,1.0,0.5454545454545454,12.0,4.0,3.0,1.0,2.0,2.0,15.0,Olimpo,0
Huracan,17.0,1.0,1.0,14.0,4.0,18.0,2.0,0.0,2.0,5.0,0.45,186.0,19.0,1.2,0.2857142857142857,4.0,1.0,4.0,0.0,0.0,0.0,12.0,Estudiantes de La Plata,3
Estudiantes de La Plata,17.0,0.0,0.0,4.0,1.0,12.0,4.0,0.0,1.0,4.0,0.55,278.0,7.0,1.0,0.25,14.0,4.0,2.0,0.0,1.0,1.0,18.0,Huracan,0
Godoy Cruz,17.0,1.0,0.0,10.0,3.0,17.0,4.0,0.0,1.0,5.0,0.39,137.0,14.0,1.2,0.3,10.0,6.0,2.0,0.0,2.0,2.0,9.0,Racing Club,0
Racing Club,17.0,2.0,2.0,10.0,6.0,9.0,2.0,0.0,5.0,6.0,0.61,309.0,7.0,1.0,0.6,10.0,3.0,4.0,0.0,1.0,0.0,17.0,Godoy Cruz,3
Defensa y Justicia,17.0,1.0,1.0,16.0,4.0,12.0,2.0,0.0,0.0,4.0,0.58,442.0,1.0,1.2,0.25,5.0,2.0,1.0,0.0,0.0,0.0,13.0,Patronato,3
Patronato,17.0,0.0,0.0,5.0,2.0,13.0,1.0,0.0,1.0,1.0,0.42,246.0,20.0,1.0,0.4,16.0,4.0,2.0,0.0,1.0,1.0,12.0,Defensa y Justicia,0
Lanus,17.0,1.0,1.0,12.0,5.0,17.0,1.0,0.0,1.0,2.0,0.56,338.0,9.0,1.2,0.4166666666666667,16.0,4.0,4.0,0.0,1.0,1.0,14.0,Rosario Central,1
Rosario Central,17.0,1.0,1.0,16.0,4.0,14.0,4.0,0.0,2.0,2.0,0.44,221.0,9.0,1.0,0.25,12.0,5.0,1.0,0.0,1.0,1.0,17.0,Lanus,1
Velez Sarsfield,17.0,1.0,0.0,15.0,4.0,12.0,3.0,0.0,0.0,4.0,0.5,252.0,0.0,1.2,0.26666666666666666,11.0,3.0,5.0,1.0,0.0,0.0,19.0,River Plate,3
River Plate,17.0,0.0,0.0,11.0,3.0,19.0,5.0,1.0,2.0,7.0,0.5,229.0,14.0,1.0,0.2727272727272727,15.0,4.0,3.0,0.0,1.0,0.0,12.0,Velez Sarsfield,0
Atletico Tucuman,17.0,0.0,0.0,13.0,3.0,20.0,4.0,0.0,1.0,4.0,0.47,244.0,18.0,1.2,0.23076923076923078,10.0,4.0,3.0,0.0,0.0,0.0,7.0,Tigre,1
Tigre,17.0,0.0,0.0,10.0,4.0,7.0,3.0,0.0,3.0,1.0,0.53,293.0,15.0,1.0,0.4,13.0,3.0,4.0,0.0,0.0,0.0,20.0,Atletico Tucuman,1
Chacarita,17.0,0.0,0.0,12.0,0.0,12.0,2.0,0.0,3.0,5.0,0.51,305.0,21.0,1.2,0.0,9.0,4.0,3.0,0.0,1.0,0.0,12.0,Belgrano,0
Belgrano,17.0,1.0,0.0,9.0,4.0,12.0,3.0,0.0,7.0,6.0,0.49,318.0,11.0,1.0,0.4444444444444444,12.0,0.0,2.0,0.0,0.0,0.0,12.0,Chacarita,3
Independiente,17.0,1.0,1.0,19.0,8.0,19.0,2.0,0.0,0.0,9.0,0.58,356.0,12.0,1.2,0.42105263157894735,9.0,1.0,3.0,1.0,0.0,0.0,13.0,Banfield,3
Banfield,17.0,0.0,0.0,9.0,1.0,13.0,3.0,1.0,4.0,3.0,0.42,196.0,6.0,1.0,0.1111111111111111,19.0,8.0,2.0,0.0,1.0,1.0,19.0,Independiente,0
Union Santa Fe,17.0,1.0,0.0,10.0,4.0,14.0,4.0,0.0,2.0,6.0,0.58,273.0,6.0,1.2,0.4,7.0,2.0,4.0,0.0,1.0,1.0,20.0,Colon,1
Colon,17.0,1.0,1.0,7.0,2.0,20.0,4.0,0.0,1.0,0.0,0.42,122.0,7.0,1.0,0.2857142857142857,10.0,4.0,4.0,0.0,1.0,0.0,14.0,Union Santa Fe,1
Boca Juniors,17.0,4.0,3.0,14.0,8.0,14.0,3.0,0.0,4.0,6.0,0.51,293.0,22.0,1.2,0.5714285714285714,6.0,4.0,4.0,0.0,2.0,2.0,17.0,San Martin de San Juan,3
San Martin de San Juan,17.0,2.0,2.0,6.0,4.0,17.0,4.0,0.0,0.0,0.0,0.49,305.0,14.0,1.0,0.6666666666666666,14.0,8.0,3.0,0.0,4.0,3.0,14.0,Boca Juniors,0
Newell's Old Boys,17.0,0.0,0.0,13.0,4.0,14.0,2.0,0.0,1.0,5.0,0.6,310.0,11.0,1.2,0.3076923076923077,3.0,2.0,6.0,0.0,0.0,0.0,18.0,Temperley,1
Temperley,17.0,0.0,0.0,3.0,2.0,18.0,6.0,0.0,2.0,2.0,0.4,117.0,30.0,1.0,0.6666666666666666,13.0,4.0,2.0,0.0,0.0,0.0,14.0,Newell's Old Boys,1
Talleres,17.0,2.0,2.0,14.0,7.0,13.0,2.0,0.0,2.0,5.0,0.41,235.0,33.0,1.2,0.5,9.0,3.0,3.0,0.0,0.0,0.0,15.0,Argentinos Jrs.,3
Argentinos Jrs.,17.0,0.0,0.0,9.0,3.0,15.0,3.0,0.0,3.0,3.0,0.59,379.0,29.0,1.0,0.3333333333333333,14.0,7.0,2.0,0.0,2.0,2.0,13.0,Talleres,0
Gimnasia LP,17.0,1.0,1.0,13.0,5.0,13.0,4.0,0.0,2.0,9.0,0.48,226.0,28.0,1.2,0.38461538461538464,7.0,1.0,3.0,1.0,0.0,0.0,13.0,San Lorenzo,3
San Lorenzo,17.0,0.0,0.0,7.0,1.0,13.0,3.0,1.0,2.0,2.0,0.52,229.0,27.0,1.0,0.14285714285714285,13.0,5.0,4.0,0.0,1.0,1.0,13.0,Gimnasia LP,0
Arsenal,18.0,2.0,2.0,10.0,4.0,16.0,3.0,0.0,0.0,5.0,0.38,139.0,26.0,1.2,0.4,10.0,4.0,2.0,0.0,1.0,0.0,11.0,Lanus,3
Lanus,18.0,1.0,0.0,10.0,4.0,11.0,2.0,0.0,1.0,5.0,0.62,375.0,8.0,1.0,0.4,10.0,4.0,3.0,0.0,2.0,2.0,16.0,Arsenal,0
Belgrano,18.0,2.0,1.0,18.0,7.0,17.0,4.0,0.0,0.0,6.0,0.48,232.0,3.0,1.2,0.3888888888888889,9.0,5.0,3.0,0.0,2.0,2.0,13.0,Patronato,1
Patronato,18.0,2.0,2.0,9.0,5.0,13.0,3.0,0.0,1.0,2.0,0.52,237.0,17.0,1.0,0.5555555555555556,18.0,7.0,4.0,0.0,2.0,1.0,17.0,Belgrano,1
Colon,18.0,0.0,0.0,17.0,6.0,18.0,4.0,0.0,3.0,9.0,0.62,349.0,13.0,1.2,0.35294117647058826,11.0,3.0,3.0,0.0,0.0,0.0,11.0,Huracan,1
Huracan,18.0,0.0,0.0,11.0,3.0,11.0,3.0,0.0,0.0,4.0,0.38,141.0,16.0,1.0,0.2727272727272727,17.0,6.0,4.0,0.0,0.0,0.0,18.0,Colon,1
Tigre,18.0,0.0,0.0,7.0,3.0,8.0,1.0,1.0,1.0,11.0,0.44,232.0,24.0,1.2,0.42857142857142855,12.0,4.0,3.0,0.0,0.0,0.0,15.0,Talleres,1
Talleres,18.0,0.0,0.0,12.0,4.0,15.0,3.0,0.0,1.0,4.0,0.56,380.0,23.0,1.0,0.3333333333333333,7.0,3.0,1.0,1.0,0.0,0.0,8.0,Tigre,1
San Lorenzo,18.0,0.0,0.0,11.0,3.0,8.0,1.0,0.0,3.0,3.0,0.55,373.0,13.0,1.2,0.2727272727272727,8.0,2.0,1.0,0.0,0.0,0.0,17.0,Union Santa Fe,1
Union Santa Fe,18.0,0.0,0.0,8.0,2.0,17.0,1.0,0.0,2.0,7.0,0.45,248.0,22.0,1.0,0.25,11.0,3.0,1.0,0.0,0.0,0.0,8.0,San Lorenzo,1
Rosario Central,18.0,1.0,1.0,11.0,2.0,11.0,3.0,1.0,5.0,6.0,0.55,299.0,20.0,1.2,0.18181818181818182,11.0,4.0,6.0,0.0,2.0,2.0,16.0,Godoy Cruz,0
Godoy Cruz,18.0,2.0,2.0,11.0,4.0,16.0,6.0,0.0,3.0,2.0,0.45,230.0,15.0,1.0,0.36363636363636365,11.0,2.0,3.0,1.0,1.0,1.0,11.0,Rosario Central,3
Temperley,18.0,1.0,1.0,18.0,5.0,13.0,4.0,0.0,4.0,12.0,0.52,252.0,10.0,1.2,0.2777777777777778,11.0,2.0,3.0,0.0,1.0,1.0,11.0,Gimnasia LP,1
Gimnasia LP,18.0,1.0,1.0,11.0,2.0,11.0,3.0,0.0,4.0,1.0,0.48,174.0,11.0,1.0,0.18181818181818182,18.0,5.0,4.0,0.0,1.0,1.0,13.0,Temperley,1
Atletico Tucuman,18.0,0.0,0.0,7.0,1.0,9.0,2.0,0.0,2.0,1.0,0.54,264.0,0.0,1.2,0.14285714285714285,15.0,6.0,1.0,0.0,1.0,1.0,12.0,Defensa y Justicia,0
Defensa y Justicia,18.0,1.0,1.0,15.0,6.0,12.0,1.0,0.0,4.0,8.0,0.46,185.0,7.0,1.0,0.4,7.0,1.0,2.0,0.0,0.0,0.0,9.0,Atletico Tucuman,3
Banfield,18.0,1.0,1.0,7.0,2.0,13.0,4.0,1.0,4.0,7.0,0.44,185.0,10.0,1.2,0.2857142857142857,17.0,2.0,1.0,0.0,0.0,0.0,15.0,Newell's Old Boys,3
Newell's Old Boys,18.0,0.0,0.0,17.0,2.0,15.0,1.0,0.0,2.0,5.0,0.56,307.0,21.0,1.0,0.11764705882352941,7.0,2.0,4.0,1.0,1.0,1.0,13.0,Banfield,0
River Plate,18.0,1.0,0.0,12.0,5.0,10.0,1.0,0.0,3.0,11.0,0.58,391.0,18.0,1.2,0.4166666666666667,8.0,3.0,2.0,0.0,1.0,1.0,12.0,Chacarita,1
Chacarita,18.0,1.0,1.0,8.0,3.0,12.0,2.0,0.0,3.0,2.0,0.42,185.0,13.0,1.0,0.375,12.0,5.0,1.0,0.0,1.0,0.0,10.0,River Plate,1
Racing Club,18.0,2.0,2.0,8.0,4.0,16.0,3.0,2.0,0.0,6.0,0.49,196.0,14.0,1.2,0.5,11.0,6.0,3.0,2.0,1.0,1.0,20.0,Velez Sarsfield,3
Velez Sarsfield,18.0,1.0,1.0,11.0,6.0,20.0,3.0,2.0,0.0,5.0,0.51,210.0,20.0,1.0,0.5454545454545454,8.0,4.0,3.0,2.0,2.0,2.0,16.0,Racing Club,0
San Martin de San Juan,18.0,0.0,0.0,8.0,1.0,13.0,4.0,1.0,1.0,7.0,0.42,237.0,14.0,1.2,0.125,14.0,7.0,3.0,0.0,4.0,4.0,11.0,Independiente,0
Independiente,18.0,4.0,4.0,14.0,7.0,11.0,3.0,0.0,4.0,2.0,0.58,361.0,20.0,1.0,0.5,8.0,1.0,4.0,1.0,0.0,0.0,13.0,San Martin de San Juan,3
Estudiantes de La Plata,18.0,1.0,1.0,17.0,5.0,11.0,1.0,0.0,2.0,7.0,0.58,411.0,20.0,1.2,0.29411764705882354,7.0,2.0,3.0,0.0,0.0,0.0,11.0,Olimpo,3
Olimpo,18.0,0.0,0.0,7.0,2.0,11.0,3.0,0.0,3.0,3.0,0.42,219.0,0.0,1.0,0.2857142857142857,17.0,5.0,1.0,0.0,1.0,1.0,11.0,Estudiantes de La Plata,0
Argentinos Jrs.,18.0,2.0,2.0,17.0,3.0,8.0,1.0,0.0,3.0,4.0,0.49,222.0,15.0,1.2,0.17647058823529413,8.0,2.0,5.0,0.0,0.0,0.0,13.0,Boca Juniors,3
Boca Juniors,18.0,0.0,0.0,8.0,2.0,13.0,5.0,0.0,0.0,4.0,0.51,246.0,22.0,1.0,0.25,17.0,3.0,1.0,0.0,2.0,2.0,8.0,Argentinos Jrs.,0
Godoy Cruz,19.0,1.0,1.0,9.0,5.0,9.0,1.0,0.0,2.0,8.0,0.54,262.0,20.0,1.2,0.5555555555555556,6.0,1.0,3.0,1.0,0.0,0.0,9.0,Arsenal,3
Arsenal,19.0,0.0,0.0,6.0,1.0,9.0,3.0,1.0,0.0,7.0,0.46,209.0,8.0,1.0,0.16666666666666666,9.0,5.0,1.0,0.0,1.0,1.0,9.0,Godoy Cruz,0
Gimnasia LP,19.0,0.0,0.0,10.0,2.0,9.0,2.0,0.0,4.0,3.0,0.6,372.0,16.0,1.2,0.2,10.0,5.0,1.0,0.0,2.0,2.0,14.0,Banfield,0
Banfield,19.0,2.0,2.0,10.0,5.0,14.0,1.0,0.0,1.0,7.0,0.4,183.0,10.0,1.0,0.5,10.0,2.0,2.0,0.0,0.0,0.0,9.0,Gimnasia LP,3
Talleres,19.0,3.0,3.0,18.0,8.0,12.0,1.0,0.0,2.0,3.0,0.63,477.0,13.0,1.2,0.4444444444444444,9.0,3.0,3.0,1.0,1.0,1.0,14.0,Atletico Tucuman,3
Atletico Tucuman,19.0,1.0,1.0,9.0,3.0,14.0,3.0,1.0,0.0,2.0,0.37,197.0,15.0,1.0,0.3333333333333333,18.0,8.0,1.0,0.0,3.0,3.0,12.0,Talleres,0
Chacarita,19.0,1.0,0.0,7.0,5.0,15.0,4.0,0.0,3.0,3.0,0.41,137.0,26.0,1.2,0.7142857142857143,12.0,4.0,1.0,0.0,1.0,1.0,12.0,Racing Club,1
Racing Club,19.0,1.0,1.0,12.0,4.0,12.0,1.0,0.0,4.0,6.0,0.59,313.0,9.0,1.0,0.3333333333333333,7.0,5.0,4.0,0.0,1.0,0.0,15.0,Chacarita,1
Olimpo,19.0,0.0,0.0,13.0,3.0,18.0,3.0,0.0,0.0,2.0,0.48,195.0,37.0,1.2,0.23076923076923078,16.0,6.0,1.0,0.0,3.0,2.0,15.0,Colon,0
Colon,19.0,3.0,2.0,16.0,6.0,15.0,1.0,0.0,1.0,5.0,0.52,254.0,17.0,1.0,0.375,13.0,3.0,3.0,0.0,0.0,0.0,18.0,Olimpo,3
Boca Juniors,19.0,2.0,1.0,14.0,8.0,14.0,4.0,0.0,6.0,5.0,0.55,425.0,9.0,1.2,0.5714285714285714,7.0,4.0,4.0,0.0,1.0,0.0,13.0,Tigre,3
